fokontany,commune,district,region,province
Morafeno,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ambohimasina,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Ankofika,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Andrafy,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Lapahambana,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Ambohimahasoa,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Anjiro,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Marovato,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Mahasoa,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Ambolomadinika I,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Ampasina,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Andapavola,Ambohibe,Vavatenina,Analanjirofo,Toamasina
Mamoladahy,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Analamihantona,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Tsaratanana,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Bongamanitra,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Antsonjorano,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Betsizaraina,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Tsaramody,Ambohidranandriana,Antsirabe II,Vakinankaratra,Antananarivo
Fanjakamandroso,Ambohidranandriana,Antsirabe II,Vakinankaratra,Antananarivo
Ambohitsampana,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Andranomasina,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Ambavahady Ambohijoky,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Ambohitrandriamanitra,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Ampasanomby,Ambohiborona,Faratsiho,Vakinankaratra,Antananarivo
Namahora,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Manolosoa,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Tsimelahy,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Iabovolo,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Esatra,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohidratrimo,Ambohidratrimo,Ambohidratrimo,Analamanga,Antananarivo
Ampanataovana,Ambohidratrimo,Ambohidratrimo,Analamanga,Antananarivo
Antohibe,Ambohidratrimo,Ambohidratrimo,Analamanga,Antananarivo
Ambovo,Ambohidratrimo,Ambohidratrimo,Analamanga,Antananarivo
Ambohidehilahy,Ambohidratrimo,Ambohidratrimo,Analamanga,Antananarivo
Vohitsivalana,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Morarano,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanambaonalaina,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Sodeca,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Tsarahonenana,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambatomitsangana,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Bedamena,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambatoharanana I,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ankaiafo,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ampaibary,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Tsiririmiempo,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohimary,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambalabe,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Tanjokambana,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohipasika,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Antsahamasina,Ambohidrapeto,Antananarivo Atsimondrano,Analamanga,Antananarivo
Merimandroso,Ambohidrapeto,Antananarivo Atsimondrano,Analamanga,Antananarivo
Ambohidrapeto,Ambohidrapeto,Antananarivo Atsimondrano,Analamanga,Antananarivo
Antanetibe,Ambohidrapeto,Antananarivo Atsimondrano,Analamanga,Antananarivo
Avaratsena,Ambohidrapeto,Antananarivo Atsimondrano,Analamanga,Antananarivo
Ambohijanaka,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Soaranokely,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Mandalotsimaka,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Anjamana,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Tokoamivondrona,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Firariantsoa,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambohipaha,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Miraihery,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambohitravo,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Antandindo,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Sahanavily,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Miarinarivo,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Ankadivola,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Imerimanjaka,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Lohanosy,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Antoabe,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Avaratsena,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Bemasoandro,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ambohimanatrika,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ankiboka,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Soanavela,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Tsilazaina,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Ambatolampy,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Mahaimandry,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Ambodiakondro,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Anteviahitra,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ambohimahavelona,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Maroamalo,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Agnahibe,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Mahaleotse,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Ampanolora,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Ankatrafae Mazava,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Bevoalavo,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Taviramongy,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Taty,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Maropia,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Ankotrofoty,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Tanandava Mahabo,Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Masitaho,Ambohimahazo,Manandriana,Amoron'i Mania,Fianarantsoa
Ambalaparaky,Ambohimahazo,Manandriana,Amoron'i Mania,Fianarantsoa
Lomaka,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Tsarafara,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ampanidinana,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Andondona,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Antalata,Ambohimahasoa,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ankaramena,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Androvasoa,Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Andranonomby,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Masombahiny,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Andranosoa,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Antetezandravina,Ambohimalaza,Sambava,Sava,Antsiranana
Ambariotelo,Ambohimalaza,Sambava,Sava,Antsiranana
Ampangadiambato,Ambohimalaza,Sambava,Sava,Antsiranana
Antsambalahy,Ambohimalaza,Sambava,Sava,Antsiranana
Antsahorana,Ambohimalaza,Sambava,Sava,Antsiranana
Mahia,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohitrandriana,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Fiadanana,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Antentona,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambatomalaza,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohimalaza Miray,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohitremo,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Atsimon'ambohidray,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambatofotsy,Ambohimalaza Miray,Antananarivo Avaradrano,Analamanga,Antananarivo
Antsahalalina,Ambohimalaza,Sambava,Sava,Antsiranana
Ambohimalaza,Ambohimalaza,Sambava,Sava,Antsiranana
Ambohitsivalana,Ambohimalaza,Sambava,Sava,Antsiranana
Ankorabe,Ambohimalaza,Sambava,Sava,Antsiranana
Fenaomby,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Mandritany,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Ferena I,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Ampahimanga,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Tanjonandriana,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohimanambola Gara,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohimahatsinjo,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambalavato,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Soavinarivo,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Antanambao,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Faravohitra,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Ambohijanakony,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Vohitrandriana,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Antsevakely Nord,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Ambohitsaratany,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Andranonahoatra,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Ambohimandroso,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Ambodialampona,Ambohimanana,Brickaville,Atsinanana,Toamasina
Bezamba,Ambohimanana,Brickaville,Atsinanana,Toamasina
Ambodinonoka,Ambohimanana,Brickaville,Atsinanana,Toamasina
Betsifasika,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Antanambao,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Antsevakely Atsimo,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Fieferana Atsimo,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Ambohitratsery,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Ambatomitsangana,Ambohimanarina Marovazaha,Anjozorobe,Analamanga,Antananarivo
Amparihimaina,Ambohimandroso,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohimandroso,Ambohimandroso,Amparafaravola,Alaotra-Mangoro,Toamasina
Antanambao,Ambohimandroso,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohipeno,Ambohimandroso,Amparafaravola,Alaotra-Mangoro,Toamasina
Marotaolana,Ambohimandroso,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohimandroso,Ambohimandroso,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Andranomasina,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Ambalamasina,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Vinanisoa,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Ambohimanambola,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Ambilomaro,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Kelilalina Bas,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Andalantsoavaly Centre,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Antanety Est,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ankazomenavahatra,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Antsampandrano,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Masinierenana,Ambohimanambola,Betafo,Vakinankaratra,Antananarivo
Asindro,Ambohimanana,Brickaville,Atsinanana,Toamasina
Ambodifanto,Ambohimanana,Brickaville,Atsinanana,Toamasina
Manankasina,Ambohimanana,Brickaville,Atsinanana,Toamasina
Ambohimanana,Ambohimanana,Brickaville,Atsinanana,Toamasina
Isody,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambalavao,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ihazolava,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambatofotsy,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambatobe Bongatsara,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Maromoka Vavaraoly,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Maromoka Bas,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambohimandroso A,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambohimandroso Est,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Ambohimandroso B,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Mahaketraka,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Maromoka Fonenantsoa,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Andohanimaromoka,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Tsarafara Antatamo,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Maromoka Centre,Ambohimandroso,Antanifotsy,Vakinankaratra,Antananarivo
Amboanana,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Anjanamahazo,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Manolobony,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Antsaha,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Mandrosoa,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambohimandry Est,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Analamanga,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Manankasina,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambohidava,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Morarano,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ankeribe,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Merinarivo,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambohitrakanga,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Soanavela,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Tsarafara Miadana,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Tsinjoarivo,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Antanety,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambohitsorohitra,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambodivona,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Marosatroka,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Mandroalina,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Morarano,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambohimanga Sud,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Sahamarana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Masoarovana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Fasintsara Andakana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Nosimboahangy,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambalaherana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Androrangavola Nord,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambohimiranty,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Antsobolo,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambalamanga,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Soamanjaka,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Andriatsimeonona,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambohitrandraina,Ambohimandry,Arivonimamo,Itasy,Antananarivo
Ambilanibe,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambodiara,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambodivoasary,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambatofanokonana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambodirafia,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Antsahakely,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Anosiarivo,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Iavoambony,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Mahatsinjo,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Ankazobe,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Antanjona,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Faliarivo,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambohitrandriamanjaka,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambodisiarivo,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Malaza,Ambohimanga Rova,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohidrazaka,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ambohimarina Andrefana,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ankodondona,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Anjehivola,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ambohimanjaka,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Behitsy,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Soamanandrariny,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Betsizaraina,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohipiainana,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Antanetibe Ikianja,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Andranomasina,Ambohimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Migioko,Ambohimarina,Ambanja,Diana,Antsiranana
Antanamazava,Ambohimarina,Ambanja,Diana,Antsiranana
Antanambao Ambahatra,Ambohimarina,Ambanja,Diana,Antsiranana
Ambohimarina,Ambohimarina,Ambanja,Diana,Antsiranana
Ankarenana,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Avarabohitra,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Ankadipetaka,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Ambohidrazana,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Ambohipiainana,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Ambohimahitsy,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Soanierana,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohidehilahy,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohitrombihavana,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohimangakely,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohimasina,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Amboangivy,Ambohimasina,Arivonimamo,Itasy,Antananarivo
Ambohimena,Ambohimena,Ambanja,Diana,Antsiranana
Andimaka,Ambohimena,Ambanja,Diana,Antsiranana
Ankify,Ambohimena,Ambanja,Diana,Antsiranana
Ambinanifasina,Ambohimiarina II,Mananjary,Vatovavy,Fianarantsoa
Manakana Tsiangaly,Ambohimiarina II,Mananjary,Vatovavy,Fianarantsoa
Soanierana,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Ambohikambana,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Ambatolahimarina,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Ampahakabe,Ambohimena,Ambanja,Diana,Antsiranana
Matsaborilava,Ambohimena,Ambanja,Diana,Antsiranana
Sahasondroka,Ambohimiarina II,Mananjary,Vatovavy,Fianarantsoa
Ampasimazava,Ambohimiarina II,Mananjary,Vatovavy,Fianarantsoa
Ambohimiarina II,Ambohimiarina II,Mananjary,Vatovavy,Fianarantsoa
Ambohitsavirano,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Bemongo,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Fandanana,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Miandrinirariny,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Sahafosa,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Tsaramandroso,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Antanambao,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Ambohimasy,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Betsiholany,Ambohimiarivo,Antsirabe II,Vakinankaratra,Antananarivo
Fiakarana Atsimo,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Ampasina Fiakarana,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Soatanana Fiakarana,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Ambohimilanja,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Ambohimandroso,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Ampataka,Ambohimilanja,Manandriana,Amoron'i Mania,Fianarantsoa
Mandroalina,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Manakana,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Maroariana IIi,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambataria,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambohimiadana,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambohimiarina,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Tanambao,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Fiadanana,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Sahanavo I,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambodiara,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambalafandrana,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambohimilanja,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Maroariana I,Ambohimilanja,Marolambo,Atsinanana,Toamasina
Ambohimirary,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Beampombo,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Itandroka,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Andepontany,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohimitombo,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohipo,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Antanifotsy,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohimahavelo Menatsara,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Ambohibory,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Fenoarivo,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Vakoanina,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Andefapony,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Ambohimanana,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Lavakianja,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Ambodipaiso,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Ambatolampy,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohimanana,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Antanetibe Antsakay,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Manakana Vohitraivo,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Maherirano,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Amboniakondro Est,Ambohimirary,Anjozorobe,Analamanga,Antananarivo
Ambohimisafy,Ambohimisafy,Ikongo,Fitovinany,Fianarantsoa
Ambohimanendrika,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Tsaravinany,Ambohimitsinjo,Sambava,Sava,Antsiranana
Sarahandrano,Ambohimitsinjo,Sambava,Sava,Antsiranana
Ambodisakoana,Ambohimitsinjo,Sambava,Sava,Antsiranana
Ambodidivaina,Ambohimitsinjo,Sambava,Sava,Antsiranana
Ifasina Miherintsoa,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Kidodo,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Mahambo,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohimanjaka,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Ranomena Sud,Ambohimitombo I,Ambositra,Amoron'i Mania,Fianarantsoa
Bemanevika,Ambohimitsinjo,Sambava,Sava,Antsiranana
Ambodimanga,Ambohimitsinjo,Sambava,Sava,Antsiranana
Soananorenana,Ambohinamboarina,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ambohinamboarina,Ambohinamboarina,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Tsiromboina,Ambohinamboarina,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Bemoka,Ambohinihaonana,Mananjary,Vatovavy,Fianarantsoa
Ankazotelo,Ambohinihaonana,Mananjary,Vatovavy,Fianarantsoa
